baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,gene_name,NAME,GENE FAMILY,MOLECULAR TYPE,LOCATION
150.5025125,-0.174067441,0.150659409,-1.155370535,0.247938723,0.639189212,ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,Basic helix-loop-helix proteins|PAS domain containing,transcription regulator,14q23.2
26.91968059,-0.348461877,0.302878945,-1.150498847,0.249938469,0.641624295,ENSG00000110931,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,None,kinase,12q24.31
12.00568414,0.473955189,0.41263838,1.14859696,0.250722211,0.642134338,ENSG00000141458,NPC1,NPC intracellular cholesterol transporter 1,Solute carriers,transporter,18q11.2
43.56608145,-0.244130644,0.212633553,-1.14812851,0.250915516,0.642326164,ENSG00000165699,TSC1,TSC complex subunit 1,TSC complex|Armadillo like helical domain containing,other,9q34
5.17182079,0.729598926,0.648015369,1.125897564,0.260208881,0.652220595,ENSG00000181085,MAPK15,mitogen-activated protein kinase 15,Mitogen-activated protein kinases,None,8q24.3
13.48938483,-0.437573091,0.390148979,-1.121553857,0.26205218,0.653773613,ENSG00000176994,SMCR8,SMCR8-C9orf72 complex subunit,SWC tripartite complex|DENN domain containing,None,17p11.2
93.04537433,-0.224081337,0.200678789,-1.116616949,0.264158142,0.656690404,ENSG00000072310,SREBF1,sterol regulatory element binding transcription factor 1,Basic helix-loop-helix proteins|MicroRNA protein coding host genes,None,17p11.2
17652.56124,0.113402432,0.102013453,1.111641933,0.266292136,0.657952157,ENSG00000167088,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide,Sm spliceosomal proteins,None,18q11.2
19149.92807,0.179055837,0.162488585,1.101959481,0.270479287,0.661203889,ENSG00000189403,HMGB1,high mobility group box 1,Canonical high mobility group,transcription regulator,13q12.3
13.899147,0.416658507,0.379618849,1.097570649,0.272392015,0.66196692,ENSG00000167461,RAB8A,"RAB8A, member RAS oncogene family","RAB, member RAS oncogene GTPases",None,19p13.11
90.37924728,0.189355814,0.174155047,1.087282951,0.276911781,0.664430029,ENSG00000136436,CALCOCO2,calcium binding and coiled-coil domain 2,None,other,17q21.32
138.0892843,0.153445468,0.141540947,1.084106552,0.278317558,0.664819435,ENSG00000097033,SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",N-BAR domain containing|Protein phosphatase 1 regulatory subunits,enzyme,1p22.3
11208.42684,0.156152076,0.143920618,1.084987531,0.277927178,0.664819435,ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8,Spliceosomal P complex|Heat shock 70kDa proteins|Spliceosomal C complex,enzyme,11q24.1
5.172600382,-0.662770692,0.613744406,-1.079880624,0.280195343,0.667135517,ENSG00000176170,SPHK1,sphingosine kinase 1,None,kinase,17q25.1
15.18585308,0.383576683,0.360213731,1.064858584,0.286939929,0.673049374,ENSG00000141736,ERBB2,erb-b2 receptor tyrosine kinase 2,Erb-b2 receptor tyrosine kinases|CD molecules|MicroRNA protein coding host genes|Minor histocompatibility antigens,kinase,17q12
4.842349298,-0.662684184,0.622917657,-1.063839139,0.287401578,0.67338313,ENSG00000150995,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1","Inositol 1,4,5-triphosphate receptors|Protein phosphatase 1 regulatory subunits",ion channel,3p26.1
22.755072,-0.319752638,0.301424475,-1.060805158,0.288778458,0.674904876,ENSG00000148356,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,Ring finger proteins|Sterile alpha motif domain containing,enzyme,9q33.3-q34.11
12.78763638,-0.49528966,0.469741526,-1.054387643,0.291705478,0.676728941,ENSG00000196998,WDR45,WD repeat domain 45,WIPI family|WD repeat domain containing,other,Xp11.23
33.86293809,-0.299969452,0.285831159,-1.049463794,0.29396471,0.67898826,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,None,kinase,10p12.2
104.1753893,0.183905712,0.17744924,1.036384896,0.300022614,0.68496297,ENSG00000122694,GLIPR2,GLI pathogenesis related 2,CAP superfamily,other,9p13.3
40.56901747,0.232555861,0.22531747,1.0321253,0.302013423,0.68622049,ENSG00000147894,C9orf72,C9orf72-SMCR8 complex subunit,SWC tripartite complex|DENN domain containing,other,9p21.2
38.31976205,-0.238006274,0.23414599,-1.016486653,0.3093977,0.691736127,ENSG00000131374,TBC1D5,TBC1 domain family member 5,None,other,3p24.3
65.54880976,-0.219945654,0.217443918,-1.011505202,0.311774692,0.693577995,ENSG00000188021,UBQLN2,ubiquilin 2,Ubiquilin family,None,Xp11.21
99.09382152,0.155638713,0.154436251,1.007786136,0.313557143,0.694285126,ENSG00000078142,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol 3-kinase subunits|PIK3C3 complex subunits,kinase,18q12.3
9.966475135,-0.4820126,0.487431986,-0.988881759,0.322720996,0.696996577,ENSG00000066739,ATG2B,autophagy related 2B,Autophagy related|bridge-like lipid transfer protein family,other,14q32.2
5.6700943,-0.544601949,0.552006805,-0.986585572,0.323845846,0.697246901,ENSG00000205356,TECPR1,tectonin beta-propeller repeat containing 1,None,other,7q21.3
26.70337427,-0.26399117,0.277718686,-0.950570425,0.341822488,0.711157518,ENSG00000164327,RICTOR,RPTOR independent companion of MTOR complex 2,MTOR complex 2|Armadillo like helical domain containing,other,5p13.1
653.1457267,-0.101714617,0.108228163,-0.939816534,0.347311676,0.715072312,ENSG00000102096,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",None,kinase,Xp11.23
28.28877048,-0.304020275,0.323721782,-0.939140623,0.34765855,0.715506539,ENSG00000140992,PDPK1,3-phosphoinositide dependent protein kinase 1,AGC family kinases,kinase,16p13.3
4.720582355,-0.68295595,0.737962744,-0.925461286,0.354726012,0.71989711,ENSG00000176697,BDNF,brain derived neurotrophic factor,Neurotrophins,growth factor,11p14.1
721.8765524,0.097270552,0.105182008,0.924783177,0.355078703,0.720183406,ENSG00000138069,RAB1A,"RAB1A, member RAS oncogene family","RAB, member RAS oncogene GTPases",enzyme,2p14
18.39719875,-0.289503327,0.318010299,-0.910358337,0.362633562,0.726342854,ENSG00000130766,SESN2,sestrin 2,None,enzyme,1p35.3
886.0629588,0.12134133,0.134327122,0.903327097,0.366352319,0.729391168,ENSG00000065135,GNAI3,G protein subunit alpha i3,"G protein subunits alpha, group i",enzyme,1p13.3
39.86624601,-0.255887035,0.284913072,-0.898123185,0.369119879,0.731699073,ENSG00000068903,SIRT2,sirtuin 2,Sirtuins,transcription regulator,19q13.2
29.7982142,-0.229326171,0.257326809,-0.891186473,0.37282914,0.7343558,ENSG00000139687,RB1,RB transcriptional corepressor 1,Receptor ligands,transcription regulator,13q14.2
11.64381925,0.375479853,0.423732725,0.886124274,0.375550564,0.735876845,ENSG00000134109,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1,Mannosidases alpha class 1,enzyme,3p26.1
18792.78182,0.09371777,0.107497415,0.871814174,0.383309761,0.742161558,ENSG00000182004,SNRPE,small nuclear ribonucleoprotein polypeptide E,Sm spliceosomal proteins,other,1q32.1
85.01822134,-0.162523519,0.188046654,-0.864272323,0.38743831,0.745489646,ENSG00000175224,ATG13,autophagy related 13,Autophagy related,other,11p11.2
7.176119682,0.425994858,0.493946689,0.86243084,0.388450476,0.745964836,ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,None,kinase,6p21.2
10.76955426,0.369178623,0.428373546,0.861814707,0.38878949,0.746195889,ENSG00000110881,ASIC1,acid sensing ion channel subunit 1,Acid sensing ion channel subunits,None,12q13.12
4.816222846,0.5348941,0.623624081,0.857718803,0.391047755,0.747859542,ENSG00000064692,SNCAIP,synuclein alpha interacting protein,Ankyrin repeat domain containing,None,5q23.2
21.41220675,0.249622863,0.291387785,0.856668935,0.391627877,0.747866347,ENSG00000161011,SQSTM1,sequestosome 1,Zinc fingers ZZ-type,transcription regulator,5q35.3
13.68655233,0.340070802,0.397416427,0.855703937,0.392161562,0.748228898,ENSG00000118046,STK11,serine/threonine kinase 11,None,kinase,19p13.3
9.988241932,-0.375839083,0.449933175,-0.835322006,0.40353643,0.758115551,ENSG00000110046,ATG2A,autophagy related 2A,Autophagy related|MicroRNA protein coding host genes|bridge-like lipid transfer protein family,other,11q13.1
18.57829393,0.248307078,0.298986284,0.830496553,0.406258096,0.759170693,ENSG00000168010,ATG16L2,autophagy related 16 like 2,WD repeat domain containing|Autophagy related,other,11q13.4
4.628082016,0.531114752,0.647880752,0.81977239,0.412345874,0.762250641,ENSG00000178607,ERN1,endoplasmic reticulum to nucleus signaling 1,Endoribonucleases,kinase,17q23.3
64.08611204,-0.204141944,0.249176349,-0.819266936,0.412634133,0.762370467,ENSG00000108100,CCNY,cyclin Y,Cyclins,None,10p11.21
17.96598765,-0.262571459,0.322044951,-0.815325494,0.414886019,0.763847567,ENSG00000134852,CLOCK,clock circadian regulator,Lysine acetyltransferases|Basic helix-loop-helix proteins|PAS domain containing,None,4q12
37.50653349,0.190875652,0.235248471,0.811378927,0.417148097,0.763847567,ENSG00000128590,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,DNAJ (HSP40) heat shock proteins,transcription regulator,7q31.1
7.481493771,-0.438233079,0.543024877,-0.807022103,0.419653749,0.765168325,ENSG00000078237,TIGAR,TP53 induced glycolysis regulatory phosphatase,Sugar phosphatases,enzyme,12p13.32
32.93264319,-0.25645927,0.318201041,-0.805966156,0.420262364,0.7652342,ENSG00000177169,ULK1,unc-51 like autophagy activating kinase 1,Autophagy related,kinase,12q24.33
1408.94785,0.08184669,0.103761259,0.788798153,0.430229989,0.77037246,ENSG00000145782,ATG12,autophagy related 12,Autophagy related,other,5q22.3
17.43779046,-0.345461021,0.445697409,-0.775102151,0.4382793,0.775252011,ENSG00000178996,SNX18,sorting nexin 18,Sorting nexins|PX-BAR domain containing,None,5q11.2
16.21151965,-0.313853379,0.407127581,-0.770896872,0.440768061,0.776700705,ENSG00000196663,TECPR2,tectonin beta-propeller repeat containing 2,None,None,14q32.33
7.694245905,-0.359019186,0.469907643,-0.764020742,0.444854882,0.778581614,ENSG00000164938,TP53INP1,tumor protein p53 inducible nuclear protein 1,None,other,8q22.1
8.50159497,-0.343863248,0.45597987,-0.754119361,0.450777553,0.781848786,ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Phosphatidylinositol 3-kinase subunits,kinase,3q26.32
120.2403155,-0.150480231,0.202158859,-0.744366246,0.456654934,0.782449685,ENSG00000135018,UBQLN1,ubiquilin 1,Ubiquilin family,other,9q21.32
464.6802802,0.080335863,0.108319866,0.741654007,0.458296993,0.784010699,ENSG00000104765,BNIP3L,BCL2 interacting protein 3 like,None,other,8p21.2
467.4815661,-0.070996324,0.09712183,-0.731002745,0.464777476,0.787208379,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member",BCL2 family,transporter,1q21.2
22.32502214,-0.224827585,0.308109959,-0.729699181,0.465574082,0.787676521,ENSG00000113734,BNIP1,BCL2 interacting protein 1,SNAREs|BCL2 homology region 3 (BH3) only,transporter,5q35.1
77.29470553,-0.156172305,0.21638396,-0.721736976,0.470456204,0.79044519,ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,MTOR complex 1|MTOR complex 2|Armadillo like helical domain containing,kinase,1p36.22
58.75268759,0.153313948,0.214309645,0.7153852,0.474371055,0.79324512,ENSG00000145354,CISD2,CDGSH iron sulfur domain 2,CDGSH iron sulfur domain containing,other,4q24
16.75437633,-0.260096217,0.365902153,-0.710835437,0.477186218,0.794282197,ENSG00000206418,RAB12,"RAB12, member RAS oncogene family","RAB, member RAS oncogene GTPases",enzyme,18p11.22
6.302433165,-0.397813327,0.559292609,-0.711279428,0.476911097,0.794282197,ENSG00000130479,MAP1S,microtubule associated protein 1S,None,enzyme,19p13.12
30.77689017,-0.202170146,0.287957007,-0.702084484,0.482626478,0.797953827,ENSG00000151929,BAG3,BAG cochaperone 3,BAG cochaperones,other,10q26.11
12.25126344,0.264481066,0.379093262,0.697667548,0.485385128,0.799665916,ENSG00000196218,RYR1,ryanodine receptor 1,Ryanodine receptors|Protein phosphatase 1 regulatory subunits,None,19q13.2
34.14495625,0.181521612,0.261408137,0.694399241,0.48743187,0.800152305,ENSG00000143545,RAB13,"RAB13, member RAS oncogene family","RAB, member RAS oncogene GTPases",None,1q21.3
39.99290785,-0.144512334,0.210438931,-0.686718626,0.492260057,0.804191635,ENSG00000175104,TRAF6,TNF receptor associated factor 6,Zinc fingers TRAF-type|Ring finger proteins|TNF receptor associated factors,other,11p12
54.11691749,0.147566076,0.215469143,0.684859434,0.493432626,0.804776349,ENSG00000167657,DAPK3,death associated protein kinase 3,Death associated protein kinases|MicroRNA protein coding host genes,kinase,19p13.3
122.6534683,0.123508636,0.182773502,0.675746946,0.499201324,0.807884032,ENSG00000155876,RRAGA,Ras related GTP binding A,Ras related GTP binding proteins,enzyme,9p22.1
177.7766085,0.10481549,0.155252285,0.675130094,0.499593115,0.808064332,ENSG00000014216,CAPN1,calpain 1,EF-hand domain containing|Calpains,peptidase,11q13.1
3037.423097,0.052105888,0.078734838,0.661789485,0.508106146,0.811630079,ENSG00000214253,FIS1,"fission, mitochondrial 1",Tetratricopeptide repeat domain containing,other,7q22.1
81.52526041,0.103961635,0.157686778,0.659292022,0.509708265,0.81195165,ENSG00000166471,TMEM41B,transmembrane protein 41B,None,None,11p15.4
1139.181394,0.070199004,0.106799463,0.65729735,0.51098974,0.812894661,ENSG00000170310,STX8,syntaxin 8,Syntaxins,transporter,17p13.1
1712.63322,0.057455501,0.088105051,0.652124937,0.514320578,0.814720121,ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,Purinosome,enzyme,2q35
217.214018,-0.091880989,0.142370131,-0.64536703,0.518689364,0.816473405,ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,DNAJ (HSP40) heat shock proteins,transcription regulator,19p13.12
638.1682108,0.072336845,0.112972637,0.640304119,0.521974903,0.817525072,ENSG00000103194,USP10,ubiquitin specific peptidase 10,Ubiquitin specific peptidases,peptidase,16q24.1
186.5325766,-0.101470337,0.159128933,-0.637661145,0.523694284,0.819090028,ENSG00000142655,PEX14,peroxisomal biogenesis factor 14,Peroxins,transcription regulator,1p36.22
42.07864057,-0.137250872,0.216990409,-0.63252045,0.52704685,0.820853065,ENSG00000189298,ZKSCAN3,zinc finger with KRAB and SCAN domains 3,SCAN domain containing|Zinc fingers C2H2-type,transcription regulator,6p22.1
21.40389836,0.199395173,0.316913786,0.629177969,0.52923255,0.821818847,ENSG00000038532,CLEC16A,C-type lectin domain containing 16A,C-type lectin domain containing,None,16p13.13
108.7908207,-0.108988149,0.173620168,-0.627738991,0.530174938,0.822179919,ENSG00000118217,ATF6,activating transcription factor 6,Basic leucine zipper proteins,transcription regulator,1q23.3
922.0378327,0.061588225,0.098114308,0.627719095,0.530187974,0.822179919,ENSG00000075785,RAB7A,"RAB7A, member RAS oncogene family","RAB, member RAS oncogene GTPases",enzyme,3q21.3
24.63869334,0.19443834,0.328239484,0.592367308,0.553604653,0.834043085,ENSG00000163625,WDFY3,WD repeat and FYVE domain containing 3,BEACH domain containing |Armadillo like helical domain containing|Zinc fingers FYVE-type|WD repeat domain containing,enzyme,4q21.23
11.6785605,-0.243924962,0.417359443,-0.584448169,0.558918827,0.837243349,ENSG00000171700,RGS19,regulator of G protein signaling 19,Regulators of G-protein signaling|MicroRNA protein coding host genes,other,20q13.33
57.98360943,0.105333032,0.182204816,0.578102346,0.563195023,0.839581929,ENSG00000160695,VPS11,VPS11 core subunit of CORVET and HOPS complexes,CORVET complex|HOPS complex|Ring finger proteins,None,11q23.3
166.9635334,-0.082439894,0.143982553,-0.572568634,0.566936802,0.841536288,ENSG00000102882,MAPK3,mitogen-activated protein kinase 3,Mitogen-activated protein kinases,kinase,16p11.2
255.4720057,-0.07546531,0.135931056,-0.555173423,0.578776046,0.847722555,ENSG00000164081,TEX264,"testis expressed 264, ER-phagy receptor",None,None,3p21.2
84.68628746,-0.093279298,0.168691551,-0.552957737,0.58029235,0.848219985,ENSG00000196730,DAPK1,death associated protein kinase 1,ROCO family|Ankyrin repeat domain containing|Death associated protein kinases,kinase,9q21.33
425.6236975,-0.101872384,0.184941047,-0.550837064,0.581745374,0.848889219,ENSG00000100225,FBXO7,F-box protein 7,F-boxes other,enzyme,22q12.3
42.68365378,-0.120469656,0.230784595,-0.522000422,0.601670037,0.858990147,ENSG00000096717,SIRT1,sirtuin 1,eNoSC complex|Sirtuins,transcription regulator,10q21.3
1576.583947,-0.048564346,0.093340458,-0.520292562,0.602859679,0.859842084,ENSG00000106615,RHEB,"Ras homolog, mTORC1 binding",RAS type GTPase family,enzyme,7q36.1
164.4352819,-0.075067763,0.14466019,-0.518924818,0.603813171,0.860364829,ENSG00000164885,CDK5,cyclin dependent kinase 5,Cyclin dependent kinases,None,7q36.1
2716.176189,0.050219359,0.096875806,0.518389068,0.60418684,0.860655672,ENSG00000034713,GABARAPL2,GABA type A receptor associated protein like 2,Autophagy related,other,16q23.1
64.14602847,0.094836337,0.18733962,0.506226804,0.61269744,0.864597471,ENSG00000171862,PTEN,phosphatase and tensin homolog,PTEN protein phosphatases|C2 tensin-type domain containing|Phosphoinositide phosphatases,phosphatase,10q23.31
9.372206178,-0.274963436,0.551887993,-0.498223262,0.618326689,0.867534754,ENSG00000245532,NEAT1,nuclear paraspeckle assembly transcript 1,Long non-coding RNAs with non-systematic symbols|MicroRNA non-coding host genes,None,11q13.1
156.4614201,-0.065847313,0.134242308,-0.490510882,0.623772431,0.870386069,ENSG00000164253,WDR41,WD repeat domain 41,SWC tripartite complex|WD repeat domain containing,None,5q13.3-q14.1
15.19102601,0.186721464,0.380320221,0.49095855,0.623455765,0.870386069,ENSG00000159200,RCAN1,regulator of calcineurin 1,None,transcription regulator,21q22.12
102.5845236,-0.081863953,0.173249136,-0.472521568,0.636554551,0.87745297,ENSG00000141456,PELP1,"proline, glutamate and leucine rich protein 1",Large ribosomal subunit biogenesis complex|Armadillo like helical domain containing,other,17p13.2
72.59017907,0.075097634,0.159570232,0.470624331,0.637909029,0.87805668,ENSG00000107643,MAPK8,mitogen-activated protein kinase 8,Mitogen-activated protein kinases,kinase,10q11.22
13.64027506,0.228294368,0.489169031,0.466698325,0.640715728,0.879174366,ENSG00000183735,TBK1,TANK binding kinase 1,I kappa B kinases,kinase,12q14.2
8.604914556,-0.203044857,0.436744967,-0.464904859,0.641999591,0.879447437,ENSG00000080546,SESN1,sestrin 1,None,other,6q21
104.2011229,-0.069875951,0.153470642,-0.455305004,0.648889827,0.882059535,ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Phosphatidylinositol 3-kinase subunits,kinase,11p15.1
131.5740227,-0.065063125,0.143696368,-0.452781971,0.650705747,0.883167759,ENSG00000134602,STK26,serine/threonine kinase 26,STRIPAK complex,None,Xq26.2
690.5210293,0.048695175,0.108568189,0.448521571,0.653776822,0.884270241,ENSG00000116478,HDAC1,histone deacetylase 1,"NuRD complex subunits|Histone deacetylases, class I|MiDAC complex subunits|EMSY complex|SIN3 histone deacetylase complex subunits",transcription regulator,1p35.2-p35.1
6.959980377,-0.235827913,0.534756383,-0.44100065,0.659212526,0.886124584,ENSG00000123395,ATG101,autophagy related 101,Autophagy related,other,12q13.13
21.20148903,-0.138367248,0.322168859,-0.429486725,0.667569053,0.889935167,ENSG00000116786,PLEKHM2,pleckstrin homology and RUN domain containing M2,Pleckstrin homology domain containing,None,1p36.21
18.95107401,0.14000408,0.328291605,0.426462565,0.669770821,0.890202689,ENSG00000159363,ATP13A2,ATPase cation transporting 13A2,ATPase orphan transporters,transporter,1p36.13
15.47486995,-0.150891369,0.357972239,-0.421516959,0.67337763,0.891738588,ENSG00000143322,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",SH2 domain containing|Abl family tyrosine kinases,kinase,1q25.2
16099.13127,0.040316718,0.096828664,0.416371721,0.677138018,0.893596952,ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1,Heat shock 90kDa proteins,enzyme,6p21.1
89.50455664,-0.066107246,0.159665429,-0.414036069,0.678847691,0.894283804,ENSG00000166128,RAB8B,"RAB8B, member RAS oncogene family","RAB, member RAS oncogene GTPases",None,15q22.2
133.4446512,-0.063024409,0.153890863,-0.409539643,0.682143681,0.895253303,ENSG00000077254,USP33,ubiquitin specific peptidase 33,Ubiquitin specific peptidases,peptidase,1p31.1
67.79789587,0.081501775,0.202252124,0.402971172,0.686969432,0.896296385,ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",Basic helix-loop-helix proteins,transcription regulator,8q24.21
47.85473392,0.088395837,0.220648114,0.400619048,0.68870062,0.896821667,ENSG00000101421,CHMP4B,charged multivesicular body protein 4B,Charged multivesicular body proteins|ESCRT-III,other,20q11.22
44.38002134,0.087373924,0.224007504,0.390049093,0.696500245,0.899577491,ENSG00000131943,C19orf12,chromosome 19 open reading frame 12,None,other,19q12
